a,b,label,score
37__M_Left_middle_3.BMP,51__M_Left_little_3.BMP,impostor,5.26
12__M_Right_middle_1.BMP,80__M_Left_ring_2.BMP,impostor,16.67
62__M_Left_thumb_1.BMP,86__M_Right_middle_2.BMP,impostor,7.69
66__F_Right_middle_3.BMP,88__F_Right_ring_3.BMP,impostor,14.29
29__F_Left_ring_2.BMP,3__M_Left_index_2.BMP,impostor,14.58
26__M_Right_little_2.BMP,7__M_Right_index_1.BMP,impostor,14.04
15__F_Right_index_1.BMP,41__M_Left_thumb_2.BMP,impostor,9.76
7__M_Right_little_3.BMP,97__M_Left_ring_2.BMP,impostor,11.36
26__M_Left_index_1.BMP,92__F_Left_middle_1.BMP,impostor,0.0
57__M_Right_little_2.BMP,99__M_Left_little_2.BMP,impostor,13.95
5__M_Right_thumb_3.BMP,98__M_Left_middle_1.BMP,impostor,11.11
8__M_Left_thumb_1.BMP,98__M_Right_index_2.BMP,impostor,11.11
19__M_Left_index_1.BMP,66__F_Left_ring_3.BMP,impostor,5.88
39__M_Right_middle_1.BMP,92__F_Right_ring_3.BMP,impostor,12.9
20__M_Left_thumb_3.BMP,84__M_Left_thumb_2.BMP,impostor,0.0
5__M_Left_ring_2.BMP,68__M_Left_middle_1.BMP,impostor,12.12
75__F_Right_index_1.BMP,79__M_Right_index_2.BMP,impostor,12.9
58__M_Left_little_3.BMP,98__M_Right_ring_3.BMP,impostor,12.77
10__M_Left_index_2.BMP,82__M_Left_thumb_3.BMP,impostor,8.33
32__M_Left_index_2.BMP,82__M_Left_thumb_1.BMP,impostor,7.14
12__M_Left_index_1.BMP,30__F_Right_index_1.BMP,impostor,7.89
100__M_Left_ring_3.BMP,90__M_Right_index_3.BMP,impostor,11.9
81__F_Right_ring_1.BMP,92__F_Right_middle_1.BMP,impostor,16.67
61__M_Left_index_3.BMP,9__M_Right_index_2.BMP,impostor,5.88
11__M_Right_little_1.BMP,82__M_Right_little_1.BMP,impostor,7.14
10__M_Right_middle_3.BMP,82__M_Right_little_3.BMP,impostor,6.67
45__M_Left_ring_1.BMP,67__F_Right_ring_2.BMP,impostor,12.99
23__M_Right_index_3.BMP,61__M_Right_little_1.BMP,impostor,8.33
16__M_Left_middle_1.BMP,6__M_Right_little_1.BMP,impostor,8.89
75__F_Left_index_1.BMP,78__F_Right_little_3.BMP,impostor,8.33
18__M_Right_ring_2.BMP,91__F_Right_thumb_2.BMP,impostor,6.45
57__M_Left_ring_2.BMP,71__M_Right_middle_1.BMP,impostor,10.71
28__M_Left_middle_1.BMP,87__M_Left_middle_2.BMP,impostor,5.26
42__F_Right_index_2.BMP,67__F_Right_middle_3.BMP,impostor,9.68
15__F_Left_thumb_1.BMP,60__M_Left_index_3.BMP,impostor,18.18
52__M_Left_middle_3.BMP,99__M_Left_little_2.BMP,impostor,8.57
46__M_Left_ring_2.BMP,71__M_Right_index_1.BMP,impostor,16.0
43__F_Left_ring_1.BMP,55__M_Right_ring_3.BMP,impostor,15.22
15__F_Left_ring_3.BMP,53__M_Right_middle_1.BMP,impostor,10.87
71__M_Left_middle_1.BMP,96__M_Left_thumb_3.BMP,impostor,5.0
27__M_Right_little_1.BMP,39__M_Right_middle_1.BMP,impostor,11.76
13__F_Left_index_2.BMP,34__M_Left_middle_1.BMP,impostor,19.05
21__M_Right_ring_2.BMP,90__M_Right_little_1.BMP,impostor,16.67
15__F_Right_middle_3.BMP,29__F_Left_thumb_2.BMP,impostor,10.99
1__M_Right_thumb_2.BMP,22__M_Left_ring_2.BMP,impostor,10.0
73__M_Left_ring_2.BMP,95__M_Right_little_3.BMP,impostor,12.82
38__M_Right_ring_3.BMP,58__M_Left_middle_2.BMP,impostor,7.69
54__M_Right_thumb_2.BMP,82__M_Left_thumb_2.BMP,impostor,10.0
68__M_Right_index_3.BMP,98__M_Left_middle_1.BMP,impostor,0.0
81__F_Right_thumb_2.BMP,90__M_Left_little_2.BMP,impostor,14.0
48__F_Left_little_3.BMP,97__M_Right_index_3.BMP,impostor,14.63
64__M_Left_little_1.BMP,76__F_Left_thumb_2.BMP,impostor,12.5
32__M_Right_thumb_1.BMP,91__F_Right_index_2.BMP,impostor,7.89
50__M_Right_ring_1.BMP,66__F_Right_thumb_3.BMP,impostor,12.24
60__M_Left_middle_1.BMP,77__M_Right_index_2.BMP,impostor,11.11
10__M_Right_ring_3.BMP,43__F_Right_middle_2.BMP,impostor,17.14
13__F_Left_ring_1.BMP,50__M_Left_thumb_3.BMP,impostor,10.81
36__M_Left_index_2.BMP,95__M_Right_little_3.BMP,impostor,10.53
27__M_Right_index_3.BMP,8__M_Left_middle_2.BMP,impostor,7.69
41__M_Left_little_3.BMP,5__M_Right_middle_3.BMP,impostor,33.33
36__M_Right_little_2.BMP,47__F_Left_middle_2.BMP,impostor,9.38
56__F_Left_thumb_1.BMP,86__M_Right_index_2.BMP,impostor,12.24
67__F_Right_index_1.BMP,73__M_Right_thumb_2.BMP,impostor,8.16
17__M_Right_thumb_3.BMP,67__F_Right_index_2.BMP,impostor,5.0
22__M_Right_little_3.BMP,87__M_Left_index_1.BMP,impostor,14.71
69__M_Right_middle_1.BMP,9__M_Left_little_3.BMP,impostor,10.0
65__M_Right_index_3.BMP,6__M_Left_little_2.BMP,impostor,21.92
25__F_Right_ring_3.BMP,76__F_Right_ring_2.BMP,impostor,8.82
40__F_Left_thumb_1.BMP,9__M_Right_middle_3.BMP,impostor,0.0
58__M_Right_middle_1.BMP,74__F_Left_little_2.BMP,impostor,13.51
54__M_Right_little_3.BMP,55__M_Left_little_1.BMP,impostor,15.38
37__M_Right_thumb_1.BMP,78__F_Right_middle_1.BMP,impostor,11.76
39__M_Left_index_3.BMP,99__M_Left_thumb_3.BMP,impostor,16.67
22__M_Right_ring_2.BMP,62__M_Left_ring_1.BMP,impostor,12.5
31__F_Left_little_2.BMP,94__M_Left_ring_2.BMP,impostor,19.15
31__F_Left_ring_1.BMP,69__M_Left_index_1.BMP,impostor,11.43
87__M_Right_ring_2.BMP,88__F_Left_thumb_2.BMP,impostor,9.52
20__M_Right_thumb_3.BMP,54__M_Right_ring_1.BMP,impostor,6.25
35__M_Right_index_3.BMP,78__F_Right_middle_2.BMP,impostor,15.56
20__M_Right_little_3.BMP,85__M_Left_little_3.BMP,impostor,5.88
41__M_Left_ring_2.BMP,47__F_Right_little_1.BMP,impostor,17.65
25__F_Right_middle_3.BMP,34__M_Left_index_3.BMP,impostor,11.11
35__M_Right_middle_2.BMP,73__M_Right_index_2.BMP,impostor,5.88
48__F_Left_index_3.BMP,97__M_Right_middle_1.BMP,impostor,12.12
50__M_Right_little_3.BMP,86__M_Left_index_1.BMP,impostor,6.67
28__M_Right_middle_2.BMP,91__F_Left_index_1.BMP,impostor,8.57
38__M_Left_ring_1.BMP,45__M_Right_thumb_3.BMP,impostor,12.2
42__F_Right_little_2.BMP,47__F_Right_ring_1.BMP,impostor,10.2
21__M_Left_ring_1.BMP,48__F_Left_index_3.BMP,impostor,15.79
74__F_Right_thumb_3.BMP,96__M_Left_index_1.BMP,impostor,8.0
58__M_Left_index_1.BMP,78__F_Left_little_3.BMP,impostor,9.38
59__F_Right_middle_2.BMP,96__M_Right_little_3.BMP,impostor,11.11
76__F_Right_thumb_3.BMP,93__M_Left_index_3.BMP,impostor,13.04
50__M_Right_ring_2.BMP,58__M_Right_ring_1.BMP,impostor,4.76
43__F_Right_little_2.BMP,50__M_Right_little_1.BMP,impostor,11.63
20__M_Left_middle_3.BMP,51__M_Left_index_3.BMP,impostor,10.0
25__F_Right_little_3.BMP,33__M_Right_ring_3.BMP,impostor,6.98
15__F_Right_ring_3.BMP,82__M_Right_thumb_1.BMP,impostor,4.35
70__M_Right_thumb_1.BMP,83__M_Left_ring_2.BMP,impostor,7.89
11__M_Right_little_3.BMP,97__M_Right_middle_2.BMP,impostor,13.16
92__F_Left_thumb_2.BMP,95__M_Left_index_1.BMP,impostor,11.11
61__M_Right_ring_1.BMP,78__F_Left_index_3.BMP,impostor,15.38
15__F_Right_middle_1.BMP,62__M_Left_middle_1.BMP,impostor,16.22
62__M_Right_little_2.BMP,98__M_Right_ring_1.BMP,impostor,12.99
32__M_Right_index_2.BMP,51__M_Left_thumb_3.BMP,impostor,18.87
100__M_Right_thumb_1.BMP,63__M_Left_little_1.BMP,impostor,12.0
22__M_Right_little_3.BMP,92__F_Left_little_2.BMP,impostor,9.76
32__M_Right_ring_2.BMP,78__F_Left_middle_3.BMP,impostor,12.0
43__F_Right_little_2.BMP,63__M_Left_middle_1.BMP,impostor,8.33
36__M_Right_middle_3.BMP,42__F_Left_index_1.BMP,impostor,10.87
46__M_Right_middle_1.BMP,89__M_Left_thumb_3.BMP,impostor,8.33
48__F_Left_middle_2.BMP,67__F_Left_middle_1.BMP,impostor,10.34
42__F_Right_thumb_1.BMP,85__M_Left_middle_3.BMP,impostor,15.38
36__M_Left_middle_3.BMP,49__M_Left_index_3.BMP,impostor,6.67
40__F_Right_index_2.BMP,79__M_Right_little_1.BMP,impostor,11.11
34__M_Left_middle_1.BMP,74__F_Right_thumb_2.BMP,impostor,5.56
50__M_Left_little_1.BMP,55__M_Right_index_1.BMP,impostor,5.97
23__M_Right_middle_3.BMP,97__M_Left_thumb_2.BMP,impostor,11.43
43__F_Right_index_1.BMP,45__M_Left_thumb_1.BMP,impostor,13.51
32__M_Right_thumb_2.BMP,4__M_Left_thumb_1.BMP,impostor,5.88
44__M_Left_thumb_2.BMP,80__M_Left_thumb_1.BMP,impostor,0.0
24__F_Left_little_2.BMP,86__M_Left_ring_1.BMP,impostor,18.42
23__M_Left_ring_1.BMP,47__F_Left_index_2.BMP,impostor,10.0
88__F_Left_ring_2.BMP,96__M_Left_index_1.BMP,impostor,18.92
50__M_Right_ring_1.BMP,62__M_Left_little_1.BMP,impostor,9.09
52__M_Right_little_3.BMP,65__M_Right_middle_3.BMP,impostor,8.11
47__F_Right_middle_3.BMP,86__M_Left_ring_1.BMP,impostor,9.09
31__F_Right_little_3.BMP,87__M_Right_little_3.BMP,impostor,9.09
18__M_Left_index_2.BMP,25__F_Right_little_2.BMP,impostor,14.81
44__M_Left_thumb_3.BMP,75__F_Right_little_2.BMP,impostor,5.0
10__M_Left_middle_1.BMP,81__F_Right_middle_1.BMP,impostor,12.5
24__F_Right_index_2.BMP,68__M_Left_middle_2.BMP,impostor,13.95
32__M_Right_middle_3.BMP,90__M_Right_thumb_3.BMP,impostor,19.23
20__M_Left_thumb_3.BMP,52__M_Right_ring_2.BMP,impostor,9.68
51__M_Left_little_1.BMP,54__M_Right_thumb_3.BMP,impostor,7.14
56__F_Right_little_2.BMP,86__M_Right_ring_1.BMP,impostor,15.62
47__F_Right_little_3.BMP,62__M_Right_thumb_1.BMP,impostor,10.0
43__F_Left_middle_2.BMP,57__M_Right_thumb_1.BMP,impostor,9.09
70__M_Left_index_3.BMP,92__F_Left_thumb_2.BMP,impostor,11.11
39__M_Left_little_2.BMP,57__M_Right_thumb_3.BMP,impostor,0.0
45__M_Left_thumb_1.BMP,51__M_Left_middle_2.BMP,impostor,4.55
38__M_Left_thumb_3.BMP,91__F_Right_middle_1.BMP,impostor,3.85
47__F_Left_little_3.BMP,92__F_Right_index_1.BMP,impostor,16.22
29__F_Left_little_1.BMP,96__M_Right_little_3.BMP,impostor,10.0
11__M_Right_thumb_1.BMP,9__M_Right_thumb_3.BMP,impostor,6.25
51__M_Left_thumb_1.BMP,83__M_Left_middle_2.BMP,impostor,7.41
11__M_Right_ring_1.BMP,65__M_Right_middle_1.BMP,impostor,10.0
31__F_Right_middle_2.BMP,57__M_Left_little_2.BMP,impostor,13.16
86__M_Left_little_1.BMP,97__M_Right_thumb_1.BMP,impostor,10.91
98__M_Right_index_1.BMP,9__M_Right_ring_2.BMP,impostor,9.09
30__F_Right_middle_2.BMP,57__M_Left_little_1.BMP,impostor,6.45
23__M_Right_thumb_2.BMP,58__M_Right_thumb_2.BMP,impostor,13.11
48__F_Right_index_2.BMP,56__F_Left_little_3.BMP,impostor,6.9
55__M_Right_thumb_1.BMP,83__M_Left_index_3.BMP,impostor,9.52
63__M_Right_index_3.BMP,96__M_Right_index_3.BMP,impostor,3.12
46__M_Left_middle_1.BMP,73__M_Left_thumb_1.BMP,impostor,0.0
65__M_Right_index_2.BMP,99__M_Right_ring_3.BMP,impostor,17.95
18__M_Left_index_3.BMP,59__F_Left_index_3.BMP,impostor,14.29
27__M_Right_middle_2.BMP,37__M_Left_index_1.BMP,impostor,3.23
24__F_Left_middle_2.BMP,33__M_Left_ring_1.BMP,impostor,9.09
35__M_Right_little_2.BMP,87__M_Left_middle_2.BMP,impostor,15.0
65__M_Right_little_3.BMP,88__F_Left_middle_1.BMP,impostor,14.81
63__M_Right_thumb_2.BMP,71__M_Left_thumb_2.BMP,impostor,3.57
10__M_Left_middle_1.BMP,74__F_Right_middle_1.BMP,impostor,10.0
16__M_Left_thumb_1.BMP,56__F_Left_little_3.BMP,impostor,14.63
18__M_Left_little_2.BMP,26__M_Right_little_1.BMP,impostor,10.81
3__M_Left_little_1.BMP,67__F_Left_index_3.BMP,impostor,9.2
43__F_Right_little_3.BMP,91__F_Right_ring_1.BMP,impostor,13.95
76__F_Right_middle_1.BMP,91__F_Right_index_1.BMP,impostor,13.33
65__M_Right_ring_3.BMP,78__F_Right_ring_2.BMP,impostor,8.82
63__M_Right_index_2.BMP,9__M_Right_ring_3.BMP,impostor,3.57
25__F_Right_little_2.BMP,58__M_Right_index_1.BMP,impostor,5.26
64__M_Right_thumb_3.BMP,77__M_Right_little_3.BMP,impostor,12.9
33__M_Left_little_3.BMP,83__M_Left_thumb_1.BMP,impostor,9.52
80__M_Left_thumb_1.BMP,84__M_Right_thumb_3.BMP,impostor,0.0
41__M_Left_little_3.BMP,64__M_Left_index_3.BMP,impostor,6.67
12__M_Left_middle_1.BMP,54__M_Right_index_2.BMP,impostor,5.8
76__F_Left_little_3.BMP,83__M_Left_thumb_2.BMP,impostor,8.0
52__M_Right_ring_3.BMP,54__M_Left_ring_1.BMP,impostor,10.53
58__M_Right_index_1.BMP,74__F_Right_little_1.BMP,impostor,0.0
48__F_Right_index_1.BMP,76__F_Right_index_2.BMP,impostor,10.96
18__M_Right_ring_3.BMP,24__F_Left_little_1.BMP,impostor,4.55
25__F_Left_thumb_2.BMP,70__M_Left_middle_3.BMP,impostor,16.67
49__M_Right_ring_1.BMP,75__F_Right_index_1.BMP,impostor,10.81
62__M_Left_index_3.BMP,70__M_Right_thumb_1.BMP,impostor,6.9
29__F_Left_little_3.BMP,53__M_Right_middle_3.BMP,impostor,10.87
52__M_Right_little_1.BMP,54__M_Left_ring_2.BMP,impostor,9.52
64__M_Left_ring_1.BMP,87__M_Left_little_1.BMP,impostor,18.18
61__M_Left_index_1.BMP,67__F_Right_ring_1.BMP,impostor,8.51
27__M_Right_ring_1.BMP,78__F_Left_thumb_2.BMP,impostor,3.7
49__M_Right_ring_3.BMP,54__M_Right_ring_2.BMP,impostor,9.09
42__F_Left_little_1.BMP,9__M_Right_middle_3.BMP,impostor,11.11
26__M_Right_thumb_3.BMP,68__M_Right_index_2.BMP,impostor,8.33
13__F_Right_index_3.BMP,22__M_Right_little_2.BMP,impostor,12.82
14__M_Right_middle_3.BMP,70__M_Left_ring_3.BMP,impostor,13.16
14__M_Left_middle_3.BMP,58__M_Left_index_3.BMP,impostor,10.53
74__F_Left_ring_2.BMP,83__M_Right_ring_1.BMP,impostor,10.26
31__F_Left_little_3.BMP,87__M_Right_ring_2.BMP,impostor,12.82
56__F_Right_little_2.BMP,87__M_Right_middle_3.BMP,impostor,7.14
32__M_Right_little_3.BMP,77__M_Left_ring_2.BMP,impostor,8.7
32__M_Left_middle_2.BMP,51__M_Left_thumb_3.BMP,impostor,13.33
15__F_Right_index_2.BMP,3__M_Right_middle_3.BMP,impostor,6.06
98__M_Right_ring_2.BMP,99__M_Left_middle_2.BMP,impostor,13.79
59__F_Right_thumb_3.BMP,76__F_Left_little_3.BMP,impostor,6.06
18__M_Right_index_1.BMP,95__M_Left_middle_1.BMP,impostor,11.59
64__M_Right_middle_2.BMP,79__M_Left_ring_3.BMP,impostor,9.3
100__M_Left_ring_2.BMP,10__M_Left_index_2.BMP,impostor,11.54
39__M_Left_ring_2.BMP,70__M_Left_thumb_1.BMP,impostor,8.89
75__F_Right_ring_1.BMP,95__M_Right_thumb_1.BMP,impostor,0.0
77__M_Left_ring_2.BMP,86__M_Left_ring_3.BMP,impostor,13.33
29__F_Left_ring_2.BMP,68__M_Right_middle_3.BMP,impostor,6.25
46__M_Right_thumb_1.BMP,62__M_Left_index_1.BMP,impostor,13.64
3__M_Right_little_1.BMP,59__F_Right_index_2.BMP,impostor,10.0
23__M_Right_little_3.BMP,2__F_Left_middle_3.BMP,impostor,10.64
100__M_Right_ring_1.BMP,32__M_Left_middle_3.BMP,impostor,12.5
63__M_Right_little_2.BMP,97__M_Right_ring_1.BMP,impostor,9.09
21__M_Left_middle_1.BMP,82__M_Right_middle_2.BMP,impostor,4.76
46__M_Right_middle_3.BMP,89__M_Left_middle_2.BMP,impostor,10.81
57__M_Right_little_3.BMP,61__M_Left_ring_1.BMP,impostor,12.0
28__M_Left_index_3.BMP,97__M_Right_middle_2.BMP,impostor,16.13
60__M_Right_little_2.BMP,92__F_Right_middle_1.BMP,impostor,7.69
57__M_Right_ring_3.BMP,82__M_Left_ring_2.BMP,impostor,5.41
19__M_Right_ring_1.BMP,70__M_Left_thumb_1.BMP,impostor,17.02
54__M_Left_middle_2.BMP,88__F_Right_little_3.BMP,impostor,7.69
25__F_Left_index_2.BMP,41__M_Right_little_2.BMP,impostor,9.09
45__M_Left_thumb_2.BMP,55__M_Right_middle_1.BMP,impostor,13.89
25__F_Left_index_2.BMP,7__M_Right_thumb_2.BMP,impostor,10.53
34__M_Right_thumb_2.BMP,6__M_Left_middle_3.BMP,impostor,8.57
24__F_Right_ring_2.BMP,99__M_Left_index_3.BMP,impostor,8.57
6__M_Left_middle_1.BMP,97__M_Right_index_3.BMP,impostor,14.0
69__M_Right_ring_1.BMP,87__M_Right_middle_1.BMP,impostor,14.08
42__F_Left_thumb_3.BMP,60__M_Right_thumb_2.BMP,impostor,18.18
100__M_Right_middle_2.BMP,82__M_Left_little_2.BMP,impostor,11.54
49__M_Right_thumb_1.BMP,86__M_Right_little_3.BMP,impostor,9.68
90__M_Right_index_2.BMP,95__M_Left_ring_3.BMP,impostor,12.5
14__M_Left_ring_2.BMP,31__F_Left_ring_3.BMP,impostor,13.64
14__M_Left_little_1.BMP,17__M_Left_middle_1.BMP,impostor,24.32
1__M_Right_thumb_2.BMP,50__M_Right_little_2.BMP,impostor,20.0
45__M_Right_index_3.BMP,54__M_Left_index_2.BMP,impostor,12.24
5__M_Left_little_3.BMP,79__M_Right_thumb_1.BMP,impostor,10.0
12__M_Left_middle_1.BMP,82__M_Right_middle_2.BMP,impostor,9.09
24__F_Right_ring_2.BMP,79__M_Left_little_2.BMP,impostor,9.64
19__M_Right_ring_1.BMP,70__M_Right_ring_2.BMP,impostor,25.0
22__M_Right_middle_1.BMP,75__F_Right_index_3.BMP,impostor,18.75
26__M_Left_ring_1.BMP,8__M_Left_thumb_2.BMP,impostor,10.81
77__M_Left_index_1.BMP,94__M_Left_ring_3.BMP,impostor,5.26
33__M_Left_ring_2.BMP,75__F_Right_middle_3.BMP,impostor,11.76
29__F_Right_thumb_2.BMP,64__M_Right_index_3.BMP,impostor,12.9
16__M_Left_thumb_1.BMP,4__M_Left_thumb_2.BMP,impostor,4.0
24__F_Left_index_3.BMP,55__M_Left_ring_1.BMP,impostor,8.11
85__M_Right_index_1.BMP,91__F_Left_ring_3.BMP,impostor,5.88
67__F_Right_index_3.BMP,9__M_Right_little_3.BMP,impostor,0.0
38__M_Left_little_1.BMP,57__M_Left_little_2.BMP,impostor,6.9
47__F_Left_little_3.BMP,7__M_Right_index_1.BMP,impostor,14.29
22__M_Left_thumb_2.BMP,30__F_Right_little_2.BMP,impostor,15.38
24__F_Left_middle_2.BMP,25__F_Right_ring_3.BMP,impostor,14.89
55__M_Left_index_2.BMP,7__M_Right_middle_2.BMP,impostor,6.78
27__M_Left_little_1.BMP,68__M_Left_ring_1.BMP,impostor,20.0
36__M_Left_thumb_2.BMP,95__M_Left_index_3.BMP,impostor,0.0
39__M_Right_thumb_2.BMP,80__M_Right_middle_2.BMP,impostor,0.0
42__F_Left_thumb_2.BMP,48__F_Left_thumb_3.BMP,impostor,5.41
70__M_Left_index_2.BMP,72__M_Right_little_1.BMP,impostor,9.68
60__M_Left_index_3.BMP,76__F_Right_index_3.BMP,impostor,6.9
23__M_Left_index_2.BMP,81__F_Left_thumb_1.BMP,impostor,18.42
29__F_Left_little_3.BMP,46__M_Left_ring_2.BMP,impostor,7.27
2__F_Right_little_1.BMP,49__M_Right_middle_1.BMP,impostor,9.38
46__M_Left_little_2.BMP,94__M_Left_thumb_3.BMP,impostor,16.67
66__F_Right_thumb_2.BMP,78__F_Right_thumb_3.BMP,impostor,5.13
1__M_Right_middle_2.BMP,68__M_Right_thumb_3.BMP,impostor,6.9
1__M_Right_index_3.BMP,96__M_Left_middle_3.BMP,impostor,12.35
11__M_Right_little_3.BMP,11__M_Right_ring_1.BMP,impostor,18.75
36__M_Right_index_3.BMP,54__M_Left_ring_3.BMP,impostor,7.59
20__M_Right_ring_2.BMP,30__F_Right_thumb_2.BMP,impostor,8.33
54__M_Left_middle_1.BMP,98__M_Left_middle_2.BMP,impostor,14.29
32__M_Right_index_3.BMP,69__M_Left_index_1.BMP,impostor,9.09
20__M_Left_little_3.BMP,99__M_Right_thumb_2.BMP,impostor,20.0
54__M_Right_little_2.BMP,7__M_Left_middle_2.BMP,impostor,13.95
50__M_Left_thumb_1.BMP,61__M_Right_little_1.BMP,impostor,15.79
68__M_Right_middle_1.BMP,78__F_Left_index_3.BMP,impostor,11.76
27__M_Left_ring_1.BMP,62__M_Right_ring_1.BMP,impostor,17.14
67__F_Right_middle_2.BMP,84__M_Left_middle_1.BMP,impostor,10.0
14__M_Left_index_3.BMP,38__M_Right_index_3.BMP,impostor,7.32
12__M_Left_little_2.BMP,58__M_Left_middle_1.BMP,impostor,19.05
32__M_Right_middle_1.BMP,6__M_Right_little_3.BMP,impostor,17.95
63__M_Left_middle_1.BMP,93__M_Right_middle_2.BMP,impostor,16.67
36__M_Left_thumb_3.BMP,63__M_Left_index_2.BMP,impostor,27.78
20__M_Left_thumb_1.BMP,30__F_Left_little_2.BMP,impostor,13.04
44__M_Right_index_2.BMP,66__F_Left_index_2.BMP,impostor,19.35
38__M_Left_little_2.BMP,57__M_Right_middle_3.BMP,impostor,13.16
20__M_Right_little_3.BMP,37__M_Left_little_2.BMP,impostor,0.0
25__F_Right_little_3.BMP,61__M_Right_little_1.BMP,impostor,6.9
14__M_Right_little_1.BMP,23__M_Left_index_2.BMP,impostor,9.3
53__M_Right_index_1.BMP,60__M_Left_middle_3.BMP,impostor,10.81
25__F_Right_little_3.BMP,92__F_Left_index_3.BMP,impostor,9.09
15__F_Left_little_1.BMP,45__M_Right_middle_2.BMP,impostor,13.16
72__M_Right_ring_2.BMP,7__M_Right_index_2.BMP,impostor,8.57
18__M_Left_index_1.BMP,65__M_Right_thumb_1.BMP,impostor,13.33
71__M_Right_little_3.BMP,99__M_Right_ring_1.BMP,impostor,10.34
19__M_Right_ring_2.BMP,50__M_Right_index_1.BMP,impostor,6.25
48__F_Left_ring_3.BMP,81__F_Right_thumb_1.BMP,impostor,9.09
17__M_Right_middle_1.BMP,5__M_Right_little_2.BMP,impostor,3.7
78__F_Right_index_1.BMP,8__M_Left_index_3.BMP,impostor,5.56
31__F_Right_little_3.BMP,89__M_Left_little_1.BMP,impostor,8.11
68__M_Right_middle_1.BMP,74__F_Left_middle_3.BMP,impostor,7.69
3__M_Right_ring_2.BMP,75__F_Right_ring_2.BMP,impostor,16.0
1__M_Left_index_1.BMP,40__F_Right_ring_2.BMP,impostor,12.2
55__M_Left_little_3.BMP,59__F_Left_ring_1.BMP,impostor,11.54
28__M_Left_ring_1.BMP,63__M_Left_little_1.BMP,impostor,15.38
66__F_Left_ring_3.BMP,79__M_Left_ring_1.BMP,impostor,9.3
36__M_Left_middle_1.BMP,5__M_Left_little_1.BMP,impostor,7.41
72__M_Left_middle_3.BMP,76__F_Left_little_2.BMP,impostor,4.17
12__M_Left_index_2.BMP,1__M_Right_ring_1.BMP,impostor,7.89
29__F_Right_index_3.BMP,75__F_Right_thumb_2.BMP,impostor,18.18
29__F_Left_thumb_2.BMP,2__F_Right_little_1.BMP,impostor,9.52
42__F_Right_little_2.BMP,76__F_Left_ring_3.BMP,impostor,13.51
18__M_Right_little_1.BMP,74__F_Right_thumb_1.BMP,impostor,15.0
38__M_Right_middle_1.BMP,55__M_Left_thumb_2.BMP,impostor,8.33
6__M_Left_ring_2.BMP,83__M_Right_index_2.BMP,impostor,8.57
4__M_Right_middle_2.BMP,68__M_Right_ring_2.BMP,impostor,15.0
26__M_Left_middle_1.BMP,92__F_Right_index_2.BMP,impostor,8.57
54__M_Left_thumb_2.BMP,99__M_Right_thumb_3.BMP,impostor,6.67
6__M_Left_thumb_3.BMP,89__M_Right_ring_3.BMP,impostor,8.7
28__M_Right_little_1.BMP,38__M_Right_ring_3.BMP,impostor,6.67
23__M_Left_index_1.BMP,59__F_Left_ring_2.BMP,impostor,10.53
50__M_Right_thumb_3.BMP,99__M_Left_ring_1.BMP,impostor,8.57
22__M_Right_thumb_2.BMP,60__M_Right_little_2.BMP,impostor,12.82
10__M_Right_index_1.BMP,31__F_Right_little_1.BMP,impostor,8.82
70__M_Right_thumb_1.BMP,77__M_Right_ring_3.BMP,impostor,7.89
28__M_Right_index_1.BMP,85__M_Left_ring_3.BMP,impostor,6.9
65__M_Right_middle_2.BMP,88__F_Right_little_2.BMP,impostor,12.12
12__M_Left_little_3.BMP,87__M_Left_ring_3.BMP,impostor,11.11
24__F_Right_ring_1.BMP,54__M_Right_thumb_1.BMP,impostor,12.5
14__M_Left_ring_3.BMP,35__M_Right_little_1.BMP,impostor,8.57
29__F_Left_ring_2.BMP,99__M_Left_middle_2.BMP,impostor,14.0
84__M_Left_thumb_3.BMP,99__M_Left_little_3.BMP,impostor,7.69
17__M_Right_middle_3.BMP,20__M_Left_index_1.BMP,impostor,3.57
73__M_Right_ring_2.BMP,7__M_Left_middle_2.BMP,impostor,14.29
31__F_Right_index_1.BMP,84__M_Right_index_1.BMP,impostor,10.0
10__M_Left_index_2.BMP,40__F_Left_little_3.BMP,impostor,6.67
63__M_Left_ring_2.BMP,7__M_Right_index_1.BMP,impostor,10.0
44__M_Left_index_3.BMP,6__M_Left_ring_1.BMP,impostor,11.76
45__M_Left_little_1.BMP,74__F_Left_index_1.BMP,impostor,14.29
33__M_Right_little_2.BMP,87__M_Left_middle_1.BMP,impostor,15.38
48__F_Right_ring_1.BMP,49__M_Left_thumb_1.BMP,impostor,13.33
23__M_Left_thumb_1.BMP,42__F_Right_thumb_1.BMP,impostor,9.76
15__F_Right_index_1.BMP,37__M_Right_thumb_3.BMP,impostor,23.08
36__M_Left_little_2.BMP,96__M_Left_ring_3.BMP,impostor,8.89
26__M_Right_ring_1.BMP,83__M_Left_index_1.BMP,impostor,6.06
40__F_Left_ring_2.BMP,62__M_Left_index_1.BMP,impostor,10.71
17__M_Right_ring_1.BMP,51__M_Right_ring_2.BMP,impostor,13.33
7__M_Left_ring_1.BMP,87__M_Right_ring_2.BMP,impostor,9.38
22__M_Left_ring_1.BMP,42__F_Right_index_3.BMP,impostor,8.82
71__M_Left_index_3.BMP,73__M_Right_index_2.BMP,impostor,9.52
26__M_Right_index_1.BMP,83__M_Right_middle_1.BMP,impostor,12.35
